text,label
"Ces principes sont au c ? ur du pacte de stabilité et mon groupe espère qu' ils constitueront le point de départ de toute réforme .",Scotland
"Si ce jour marque le début d' un débat sur la manière d' améliorer et de renforcer le pacte , quelles sont les réformes nécessaires pour lui donner une nouvelle crédibilité ?",Scotland
"Pour commencer , soyons clairs sur ce que nous ne devrions pas faire .",Scotland
"Nous ne devrions pas remettre en question la limite de 3 % pour les déficits dès lors que nous traversons une période économique difficile .",Scotland
"Si certains pays ne remboursent pas leurs dettes , nous paierons tous le prix d' une hausse des taux d' intérêt et d' une monnaie plus faible .",Scotland
"Le groupe libéral partage les propos de M. Prodi selon lesquels le pacte de stabilité doit être appliqué de manière intelligente .",Scotland
"C' est la raison pour laquelle nous soutenons la décision de la Commission d' accorder deux années supplémentaires aux pays afin qu' ils rééquilibrent leur budget , dès lors que la croissance a été plus lente que prévu .",Scotland
"Mais nous ne devons pas oublier que l' ajournement à 2006 est assorti d' une condition : réduire les déficits structurels de 0,5 % d' année en année .",Scotland
"Toute interprétation intelligente de cette analyse conclurait clairement que la France , dans son dernier budget , ne consent aucun effort pour réduire son déficit structurel et enfreint , de toute évidence , le pacte de stabilité et de croissance .",Scotland
"Lorsque la Commission présentera une proposition concernant cette alerte rapide , elle contribuera à rendre au pacte une certaine crédibilité .",Scotland
"Le groupe libéral est d' accord avec vous , Monsieur Prodi , lorsque vous déclarez que le pacte de stabilité et de croissance a besoin d' une autorité derrière lui pour être appliqué .",Scotland
"C' est la raison pour laquelle nous demandons que la Commission ait le pouvoir de donner l' alerte rapide aux pays qui enfreignent les règles , que les ministres des Finances soient d' accord ou non .",Scotland
"Ce n' est que si le pacte est surveillé de près que l' on pourra contraindre les États membres à prendre des mesures correctives , tant qu' ils peuvent se le permettre .",Scotland
"L' objectif ultime de la réforme doit être un pacte de stabilité renforcé qui punit les largesses budgétaires et récompense les pays qui gèrent leur budget de manière responsable .",Scotland
"À en juger par le chaleureux accueil que Francis Mer , le ministre français des Finances , a réservé à vos remarques dans cette entrevue , je crains que la France ne se sente autorisée à passer outre aux règles .",Scotland
"Si vous souhaitez avoir l' autorité nécessaire pour mettre en application le pacte de stabilité , vous devez mériter cette autorité en agissant rapidement contre la France et tout autre pays qui pourrait être tenté de suivre son exemple .",Scotland
"Monsieur le Président , je voudrais remercier les rapporteurs ainsi que les députés des autres groupes en charge de ce dossier pour leur travail .",Scotland
"Par conséquent , en ce qui concerne le débat sur la procédure centralisée , je crois que la flexibilité est indispensable .",Scotland
"Pour ce qui a trait au renouvellement de l' autorisation , je m' oppose à la proposition de la Commission de supprimer le renouvellement quinquennal de l' autorisation de mise sur le marché et de compter sur une pharmacovigilance renforcée pour garantir la sûreté d' un produit et , effectivement , son exclusivité .",Scotland
"Je pense que le compromis auquel nous sommes parvenus est juste .",Scotland
"Je me réjouis que la commission de l' environnement ait rejeté la publicité directe au consommateur .",Scotland
"Nous nous devons d' être extrêmement clairs : nous voulons tous que les patients soient informés .",Scotland
"Nous voulons tous que les patients prennent des décisions en connaissance de cause - personne ne peut réfuter ces arguments .",Scotland
"Mais nous ne pouvons laisser se créer ce qui existe aux États-Unis , où les dix médicaments les mieux vendus sont ceux qui font l' objet de la plus grande publicité .",Scotland
"Voilà pourquoi les amendements adoptés en commission demandant un rapport et la question de savoir comment l' information aux patients est utilisée et renforcée sont tellement importants .",Scotland
"Les informations fournies aux patients par l' industrie pharmaceutique varient considérablement : d' approches et de partenariats excellents avec les patients à des situations où certaines associations de patients sont accusées de n' être que de simples façades du secteur pharmaceutique .",Scotland
"La révision nous donne l' occasion de le faire , d' améliorer la recherche , de protéger l' emploi , de rendre les médicaments plus disponibles ainsi que d' améliorer l' information aux patients .",Scotland
"La tâche qui nous attend est passionnante et je suis impatient de me pencher à nouveau sur la question de la révision lors de la deuxième lecture .",Scotland
"Monsieur le Président , il est évident que nous voulons tous la santé et la sécurité au travail , les employeurs , les travailleurs et les actionnaires .",Scotland
"À quoi servent -elles s' il n' y a pas de travail ?",Scotland
"C' est là que résident le problème et le défi .",Scotland
"Et elle n' est pas encore terminée .",Scotland
"Pourtant , des accidents inacceptables se produisent encore dans les fermes et les usines .",Scotland
"Le mois dernier , dans une ferme proche de la mienne en Écosse , un jeune père de famille est décédé après avoir été emporté dans une machine servant à la récolte des pommes de terre .",Scotland
"Nous devons faire tout ce qui est en notre pouvoir et continuer à lutter pour éviter toutes ces tragédies .",Scotland
"Nous devons faire de notre travail et de notre culture d' entreprise un culture de la sécurité , mais la vie et le travail ne peuvent jamais être exempts de risque .",Scotland
"Nous ne pouvons en aucun cas réaliser cette utopie et conserver une économie qui fonctionne , dans laquelle des hommes et des femmes quittent chaque jour leur domicile pour se rendre au travail et ainsi soutenir leurs familles et notre économie .",Scotland
"Soyez certains que des restrictions exagérées de manière absurde et de la paperasserie ne feront que tuer l' esprit d' initiative et les entreprises vers lesquelles nos électeurs se rendent chaque jour pour gagner leur vie et engendrer la prospérité dont nous dépendons tous .",Scotland
"Le rapport de M. Hughes va beaucoup trop loin .",Scotland
"Sa liste de bonnes intentions exagérées et sa demande pour une législation encore renforcée mettent en péril le futur des entreprises en Europe , de notre prospérité et de nos emplois .",Scotland
"Monsieur le Président , si le Traité avait été rejeté par vos compatriotes , le Conseil de cette semaine aurait été gâché par les récriminations et la confusion .",Scotland
"Grâce en grande partie à vos efforts , le ' oui ' du vote irlandais nous a remis sur la voie de la réunification européenne en 2004 .",Scotland
"Les décisions qui restent ne seront pas faciles à prendre .",Scotland
"Ainsi que l' a déclaré notre estimé ex-collègue , le président en exercice , les décisions financières le sont rarement .",Scotland
"Mais les chefs d' État et de gouvernement ne peuvent pas se permettre de rater cette occasion historique en se disputant pour savoir comment régler la note .",Scotland
"Mon groupe croit que l' élargissement peut être financé dans le cadre des accords financiers pris à Berlin .",Scotland
"Il doit être possible de réorganiser les dotations budgétaires en restant dans les limites globales fixées .",Scotland
"Le montage financier final devra garantir que les nouveaux États membres n' apporteront pas de contributions nettes avant 2007 .",Scotland
"Sinon , nous provoquerons du mécontentement et nous courrons le risque de voir fleurir d' autres référendums à suspense dans les pays candidats .",Scotland
"Inévitablement , la principale pomme de discorde est la politique agricole commune .",Scotland
"Même si le groupe des libéraux ne considère pas la réforme de la PAC comme une condition préalable à l' élargissement , il est clair qu' une réforme significative de nos politiques agricoles est indispensable au succès de l' élargissement , mais aussi pour d' autres raisons .",Scotland
"J' ai appris que le président Chirac s' attend à ce que le Royaume-Uni fasse entrer en jeu la réduction de son budget , alors que lui-même refuse de cautionner la réforme de ses politiques agricoles avant 2006 .",Scotland
"Nous soutenons les propositions de la Commission visant à l' introduction graduelle de subventions pour les agriculteurs des nouveaux États membres , mais nous attendons également de tous les États membres actuels qu' ils s' impliquent dans la réforme à long terme de la PAC , ainsi que le propose la révision à mi-parcours .",Scotland
"Le second problème majeur est la volonté des États candidats à vivre avec la discipline du marché unique , ainsi que dans le respect des valeurs de l' Union européenne .",Scotland
"Nous partageons l' inquiétude exprimée dans le rapport de la Commission sur la progression de la corruption dans certains de ces pays , ainsi que sur la nécessité de faire progresser l' application de la législation de l' UE , en particulier dans le domaine de la justice et des affaires intérieures .",Scotland
"C' est pourquoi il serait juste de disposer d' un système de surveillance renforcé pour s' assurer que ces pays respectent leurs obligations .",Scotland
"Le président de la Commission a demandé que l' on fasse preuve d' enthousiasme et d' intelligence .",Scotland
"L' approche du commissaire Verheugen obéit à l' intelligence , mais un peu plus d' enthousiasme de la part du Conseil vis-à-vis de l' élargissement et de la nouvelle Europe qu' il chapeaute serait le bienvenu .",Scotland
"Monsieur le Président , j' ai demandé à la toute dernière minute de pouvoir donner une explication de vote à la fois sur le rapport Müller et sur le rapport Grossetête .",Scotland
"Nous avons voté en faveur de l' amendement 78 , étant donné qu' il est par principe favorable aux génériques .",Scotland
"Idéalement , il devrait faire référence à un élargissement de la gamme plutôt qu' à une procédure abrégée de demande d' autorisation , mais le principe permet la vente des génériques dans plusieurs pays sans devoir répéter les procédures de demande d' autorisation .",Scotland
"Concernant le rapport Grossetête , à l' amendement 63 , nous avons voté conformément à notre approche en commission .",Scotland
"Concernant la seconde partie de l' amendement 113 , on nous a signalé que le mot publicité était sujet à interprétation .",Scotland
"Des circonstances imprévues l' ont contraint à regagner la Grande-Bretagne ce soir .",Scotland
"Je voudrais souligner qu' il s' agit de son rapport , et je le remercie pour son travail et sa volonté de coopération avec les autres parties concernées .",Scotland
"Il est peut-être tout à fait approprié que la rédaction de ce rapport ait été confiée à M. Khanbhai , étant donné qu' il est né en Tanzanie , où sa famille réside depuis 170 ans .",Scotland
"Lui comme moi avons parcouru une grande partie de l' Afrique rurale et nous partageons bien des vues sur l' éradication de la pauvreté dans les pays en développement .",Scotland
"C' est donc un plaisir pour moi de parler en son nom aujourd'hui .",Scotland
"Il est inacceptable qu' encore aujourd'hui , plus d' un milliard de personnes vivent avec moins d' un dollar par jour dans les régions rurales des pays en développement .",Scotland
"Elles n' ont accès ni à l' eau , ni à l' hygiène , ni à l' électricité , ni aux services sanitaires ou d' éducation .",Scotland
"Les couches les plus pauvres de la population ont faim , sont sans emploi et vivent dans l' angoisse de la maladie .",Scotland
"Plus de 40 années d' aide internationale ne sont pas parvenues à éradiquer la pauvreté .",Scotland
"Beaucoup de ces pays pauvres sont profondément endettés et la situation de leurs habitants s' est dégradée depuis le début de l' assistance prévue par la Convention de Lomé signée il y a 25 ans .",Scotland
"L' Union européenne est le plus grand donateur du monde .",Scotland
"Pourquoi n' avons nous pas commencé par identifier les problèmes spécifiques à chaque pays afin de faire en sorte que notre aide s' attaque aux sources de cette pauvreté ?",Scotland
"Je voyage dans les pays ACP depuis plus de 20 ans .",Scotland
"La principale cause de pauvreté est le manque d' investissement dans les zones rurales .",Scotland
"Nous devons investir de façon à aider les populations rurales à réinvestir dans leurs économies locales .",Scotland
"Seule une approche ascendante permettra de régénérer les zones rurales .",Scotland
"Les pays asiatiques tels que la Chine , l' Inde et le Bangladesh connaissaient des problèmes alimentaires et étaient importateurs nets il y a 20 ans .",Scotland
"Les subventions aux agriculteurs , la sélection des semences , l' irrigation , le microfinancement des petits agriculteurs , la création de coopératives alimentaires et d' autres investissements ruraux ont transformé l' agriculture de ces pays .",Scotland
"Aujourd'hui , ils produisent suffisamment de nourriture pour leurs larges populations et disposent de surplus pour l' exportation .",Scotland
"Nous devons tirer les leçons de cette expérience .",Scotland
"L' Union européenne et les États-Unis offrent des subventions substantielles à leurs agriculteurs .",Scotland
"Sans ces subventions , il n' y aurait pas de prospérité économique dans des pays comme l' Espagne , le Portugal , l' Irlande , l' Italie et la France , qui bénéficient tous de subventions européennes .",Scotland
"Sans investissement dans l' infrastructure rurale de l' Europe , l' Union européenne ne fonctionnerait pas comme elle fonctionne aujourd'hui .",Scotland
"Une décennie de famine et de malnutrition a précipité de nombreux pays pauvres dans la maladie , la peur , les tensions sociales et la guerre civile .",Scotland
"L' Union européenne doit encourager la réforme agraire , l' exploitation efficace et rationnelle des ressources en eau et le transfert de technologie vers les populations rurales des pays pauvres .",Scotland
"Nous devons leur apprendre à produire leur propre nourriture , générer leurs propres emplois et alimenter leurs propres économies .",Scotland
"Les pauvres n' aspirent pas à mendier pour leur survie ; ils tiennent à leur dignité comme nous tenons à la nôtre .",Scotland
"Je soutiens M. Khanbhai lorsqu'il affirme que c' est dans cet esprit que l' Union européenne devrait réévaluer sa politique d' aide .",Scotland
"L' agriculture , la réforme agraire et le développement économique rural doivent être des cibles prioritaires de l' assistance européenne .",Scotland
"Ceci favorisera la production , l' emploi et la gestion durable des ressources naturelles dans les pays en développement et permettra aux plus défavorisés d' accéder à l' autonomie et de briser leur dépendance à l' égard de notre aide .",Scotland
"J' espère que l' Assemblée adoptera ce rapport .",Scotland
"M. Khanbhai a accepté plus de 75 % des amendements déposés .",Scotland
"Monsieur le Président , les questions et statistiques de nos collègues écologistes sont bien entendu insidieuses et sélectives .",Scotland
"Puis -je dès lors demander à la Commission si elle convient qu' un sondage Eurobaromètre montre que 75 % des Européens sont en faveur de recherches de base sur de nouvelles technologies qui feront progresser les connaissances ?",Scotland
"Est -il exact que selon des sondages Eurobaromètre , 48 % de la population européenne convient ou est totalement convaincue que les OGM sont utiles pour la production alimentaire en ce qu' ils améliorent la qualité nutritionnelle , la durée de conservation et le goût , et ce malgré la campagne émotionnelle menée par les Verts pour les convaincre du contraire ?",Scotland
"Non seulement les Verts basent leurs campagnes sur les émotions , mais ils utilisent des informations déformées et trompeuses pour étayer leur opposition finalement intenable et irrationnelle à la nouvelle technologie que sont les OGM .",Scotland
"J' aimerais qu' ils soient assez honnêtes pour reconnaître que cette technologie présente au moins certains avantages .",Scotland
"Je pense que ces avantages réels , sans parler des avantages potentiels , l' emportent largement sur les risques éventuels .",Scotland
"C' est vrai , tout produit ou processus lié à une nouvelle technologie présente des risques potentiels .",Scotland
"Nous défions les frontières de la connaissance , mais des mesures de sauvegarde sont en place .",Scotland
"Les OGM réduisent non seulement les coûts de production mais aussi l' utilisation d' énergie , de pesticides et d' herbicides ainsi que les émissions de CO 2 .",Scotland
"Même si les opposants continuent à se raccrocher à n' importe quoi , il est clair que l' environnement sort gagnant de cette nouvelle technologie , comme le montre l' expérience des États-Unis et d' autres pays .",Scotland
"En Europe , nous pouvons peut-être nous permettre de nous priver des avantages qu' offrent les OGM en matière de rendement agricole , mais les Verts ne prennent -ils pas en considération les intérêts de leurs semblables en Afrique sub-saharienne ou en Asie du Sud-Est pour qui les OGM auront des avantages nutritionnels et sanitaires et pourraient même être une question de survie ?",Scotland
"Sur le prix des denrées alimentaires ainsi que sur la qualité et la variété disponibles ?",Scotland
"C' est vrai , les consommateurs européens ont le droit de choisir les aliments qu' ils achètent et qu' ils mangent .",Scotland
"Nous devons protéger l' environnement autant que possible , mais nous devons aussi à nos électeurs d' être francs et honnêtes quant aux risques et aux avantages .",Scotland
"On accepte que l' appellation ' biologique ' signifie biologique à 95 % , c' est-à-dire que jusqu'à 5 % du produit peuvent être non biologiques .",Scotland
"Pourquoi rendre l' appellation ' sans OGM ' presque inaccessible en fixant des niveaux de pureté impossibles à respecter ?",Scotland
"Je pourrais accepter ce principe avec l' intention malicieuse que les denrées sans OGM deviennent si rares que plus personne n' aie les moyens d' en acheter .",Scotland
"Alors , tout le monde sera obligé d' affronter la réalité , qui n' exclura jamais totalement la possibilité d' une présence accidentelle d' OGM dans un produit .",Scotland
"En tant que membre de la commission juridique et du marché intérieur , je suis des plus conscients de l' importance constitutionnelle et stratégique que revêtent les progrès réalisés dans le statut des députés - même si je n' aurais , pour ma part , pas choisi cette façon particulière de le faire .",Scotland
"Toutefois , je remarque que l' ordre du jour de ce mercredi - le premier depuis dix ans - prévoit des débats essentiels sur le secteur de la pêche afin de nous pencher sur l' industrie européenne de la pêche à un moment critique .",Scotland
"Les électeurs de l' Europe toute entière vont se demander ce que le Parlement européen pense et va faire à ce sujet .",Scotland
"Les journaux leur diront - vous pouvez en être sûrs - que le Parlement a reporté les discussions en la matière pour parler des salaires de ses députés .",Scotland
"J' espère que si la Conférence des présidents maintient l' ordre du jour tel qu' il est proposé , elle changera l' ordre et fera passer le point sur la pêche - qui est d' une importance capitale - avant le débat sur le statut des députés .",Scotland
"Mais la réalité s' est révélée plus prosaïque .",Scotland
"La convergence n' a pas eu l' ampleur prévue et la Commission s' est , quant à elle , en grande partie contentée de procéder à la révision des règlements en matière de télécommunications afin de prendre en compte les nouvelles technologies .",Scotland
"Cependant , depuis lors , nous avons été témoins d' une série de fusions et de rachats dans le secteur des médias avec l' émergence d' énormes conglomérats tels que AOL Time Warner , CBS , Viacom et Vivendi Universal .",Scotland
"Pourtant , la Commission n' a pas approfondi l' idée de la propriété de plusieurs médias ni de la concentration des médias depuis le suivi du Livre vert de 1994 relatif au pluralisme et à la concentration des médias .",Scotland
"Le silence de la Commission sur une question d' une telle importance semble particulièrement étrange parce que le Parlement européen demande une directive sur un pied d' égalité concernant le pluralisme des médias depuis les années 1990 .",Scotland
"Je reconnais que réglementer le secteur des médias est une question extrêmement sensible .",Scotland
"Ce secteur diffère des autres industries car il plonge au c ? ur de notre culture , de notre mode de vie .",Scotland
"Un secteur des médias diversifié et pluraliste est fondamental pour la démocratie , la liberté et la diversité culturelle .",Scotland
"Cependant , étant donné la tendance à la concentration dans ce secteur ainsi que la tendance de certains conglomérats de médias à dominer le secteur , mon groupe croit qu' il est grand temps que nous nous penchions à nouveau sur cette question .",Scotland
"Quels principes devraient sous-tendre notre approche ?",Scotland
"Avant tout , il nous faut reconnaître qu' un secteur des médias prospère est la marque d' une société jouissant de la liberté .",Scotland
"Si le contrôle des médias tombe dans les mains d' un nombre par trop réduit de personnes , la démocratie sera en danger .",Scotland
"Il faut que la diversité dans le secteur des médias soit suffisante pour que tous les points de vue importants de la société soient efficacement présentés .",Scotland
"Dans le cas contraire , le risque existe que les acteurs dominant dans ce secteur ne soient en mesure de restreindre l' accès à l' information et , dès lors , de modifier l' opinion publique .",Scotland
"Éviter la concentration des médias est également important pour notre économie .",Scotland
"Certains ont prétendu qu' avec l' explosion des différents types de médias , y compris la télévision par câble , par satellite et numérique , ainsi que l' internet , un contrôle monopolistique est impossible .",Scotland
"Pourtant , nombre de ces différentes chaînes de communication sont à présent contrôlées par les mêmes conglomérats de médias , qui peuvent dès lors faire la promotion des services des autres médias du conglomérat , fournir des incitants ou exercer une pression sur les annonceurs publicitaires afin qu' ils achètent un espace ou du temps d' antenne dans d' autres médias qu' ils contrôlent .",Scotland
"Enfin et non des moindres , la concentration des médias a des implications au niveau de notre diversité culturelle .",Scotland
"Une Europe dans laquelle les médias sont dominés par quelques acteurs principaux court le risque d' être une Europe au sein de laquelle certaines régions , cultures et groupes minoritaires auront moins d' accès aux médias .",Scotland
"Un secteur des médias diversifié aura probablement un contenu original plus vernaculaire alors que les grands groupes de médias peuvent céder à la tentation de remplir leur temps d' antenne avec des programmes et des rediffusions importées bon marché .",Scotland
"Pour le groupe ELDR , il ne fait pas l' ombre d' un doute que ce problème doit à nouveau être abordé .",Scotland
"Les questions que je pose à présent à la Commission sont : quelle action la Commission se propose-t -elle d' entreprendre ?",Scotland
"Si le commissaire avance l' argument , comme il pourrait le faire selon moi , de l' absence de base juridique pour entreprendre une action , je lui rappellerais les articles du Traité sur le marché unique .",Scotland
"Je lui rappellerais également que l' article 11 de la Charte des droits fondamentaux garantit le pluralisme des médias et que si cette Charte est intégrée dans un nouveau traité constitutionnel , comme les démocrates libéraux l' espèrent , cela ne constituera-t -il pas une base juridique nécessaire pour entreprendre une action ?",Scotland
"La Commission va-t -elle rédiger un Livre blanc qui mette à jour sa communication de 1994 au vu des changements et des développements technologiques de cette industrie ?",Scotland
"Il me semble que nous ne pouvons ignorer les dangers que la concentration des médias pose à notre société .",Scotland
"Le pouvoir que confère la propriété des médias s' étend à présent fréquemment au-delà des frontières nationales .",Scotland
"Puisqu'un secteur des médias libre et diversifié est capital pour la démocratie , la prospérité et la vitalité culturelle de notre continent , il est grand temps que les hommes politiques soient mis face à leurs responsabilités et se penchent à nouveau sur cette question .",Scotland
"Madame la Présidente , la gestion de la pêche européenne est à un moment crucial de son histoire , alors que des stocks essentiels en mer du Nord et ailleurs sont en déclin et que l' avenir de la pêche et des industries de transformation est par conséquent menacé .",Scotland
"Il est dès lors essentiel que la Commission y mette bon ordre , en proposant un système de gestion qui garantisse une pêche durable , repose sur des données scientifiques actualisées , indépendantes et vérifiables , implique les parties concernées et soit générateur de confiance dans le système .",Scotland
"Pourtant , à l' heure où le premier paquet de propositions de réforme de la PCP approche de sa conclusion , je me sens plus cynique quant au processus et moins optimiste que jamais quant à l' avenir des communautés écossaises dépendantes de la pêche .",Scotland
"Est -il possible de parvenir à une politique communautaire de la pêche qui soit viable ?",Scotland
"J' ai toujours pensé que la seule manière de parvenir au nécessaire équilibre entre la ressource , la capture et la conservation et de mieux promouvoir le respect du régime de gestion , quel qu' il soit , était de disposer d' un régime auquel les parties concernées puissent se fier .",Scotland
"C' est pourquoi je m' étais réjoui du soutien apporté par la Commission aux conseils consultatifs régionaux , car il s' agit d' un pas dans la bonne direction , vers une manière de procéder qui est meilleure , nouvelle et indispensable .",Scotland
"Cependant , il faut joindre l' acte à la parole et j' ai été choqué de l' attitude récemment adoptée par la Commission en ce qui concerne les quotas applicables au cabillaud et à d' autres poissons blancs pour l' année prochaine .",Scotland
"L' annonce de la possible fermeture des pêcheries écossaises et les déclarations omniscientes et accusatrices attribuées au commissaire Fischler paraissent constituer un démenti cinglant de l' intention affichée d' impliquer davantage les parties concernées .",Scotland
"Cette approche ' dure ' , sans doute adoptée pour faire paraître relativement satisfaisant le résultat final pour l' année prochaine , ne devrait pas avoir sa place dans une PCP nouvelle .",Scotland
"La vérité commande hélas de dire que la Commission a causé , ces six derniers mois , un tort irréparable à la confiance des Écossais dans la capacité de l' Europe à gérer le dossier de la pêche .",Scotland
"Après la volte-face de M. Fischler sur la gestion des eaux profondes et la présentation peu délicate de l' avis du CIEM sur le cabillaud et ses répercussions pour l' Écosse , il n' est guère étonnant de voir fleurir des théories de conspiration .",Scotland
"Pour l' heure , hélas , il semble plutôt se diriger vers cette deuxième option .",Scotland
"Moi-même et les dirigeants du secteur écossais de la pêche avons joué un rôle constructif et ? uvré avec les organisations de protection de l' environnement dans le processus de consultation préalable à la réforme de la PCP .",Scotland
"Je souhaiterais que la Commission et le Conseil en tiennent dûment compte et paient les Écossais de leurs efforts , plutôt que de les en pénaliser .",Scotland
"Madame la Présidente , merci d' avoir prolongé le débat pour me laisser une chance d' arriver et d' y prendre part .",Scotland
"Et je trouve tout à fait incroyable d' avoir appris que ce délai était en partie imputable au fait que des rennes se baladaient sur la piste de l' aéroport international de Strasbourg .",Scotland
"Avant tout , j' ai cru comprendre que maintes préoccupations avaient été exprimées , au cours de ce débat , à propos du naufrage du Prestige au large de la Galice .",Scotland
"Au vu de ce qui a été dit dans ce débat , j' espère que mes collègues conviendront avec moi que nous devrions inviter la Commission et les institutions européennes à prendre toutes les mesures possibles pour aider la Galice à faire face à cet épouvantable problème .",Scotland
"Qu' il est lamentable qu' au terme de vingt ans de politiques ratées , nous envisagions à présent la destruction d' une activité aussi ancienne que l' humanité elle-même !",Scotland
"Au nom de la conservation , nos pêcheurs ont été contraints de rejeter à la mer des millions de tonnes de poisson de premier choix - mais morts - afin de respecter le régime dément des quotas .",Scotland
"Au nom de la conservation , nos pêcheurs ont enduré les immobilisations au port , les licenciements temporaires , les fermetures d' urgence , le déclassement , les pertes d' emplois et la chute des revenus et voilà que le message qu' adressent les scientifiques semble être que toutes les mesures qu' ils ont recommandées par le passé ont échoué - toutes les mesures techniques de conservation ; les augmentations de maillage ; les filets à mailles carrées visant à permettre aux cabillauds juvéniles de s' échapper ; les fermetures d' urgence des zones de frai du cabillaud ; la fermeture , douze semaines durant l' année dernière , de 40 000 milles carrés en mer du Nord , sans que les pêcheurs ne reçoivent le moindre sou en guise de compensation ; les trois années consécutives d' interdiction de la pêche au cabillaud en mer d' Irlande ; le déclassement en masse qui a privé la seule flotte écossaise de plus de 100 bateaux de pêche démersale .",Scotland
"Au large des îles Féroé et de l' Islande - deux pays qui n' ont pas de PCP - , des dizaines de milliers de cabillauds adultes sont capturés .",Scotland
"Nul ne le conteste .",Scotland
"Il n' y a donc pas lieu de discuter d' un calendrier ce soir .",Scotland
"Monsieur le Président , en vue de clarifier cette question , je voudrais que les mots ' et leurs régions constitutionnelles ' soient insérés après ' États membres ' .",Scotland
"Cela préoccupe fortement de nombreuses régions d' Europe , en ce compris l' Écosse .",Scotland
". ( EN ) Monsieur le Président , à nouveau , dans le prolongement de l' amendement oral précédent , pourrions -nous retirer la suppression de cet amendement particulier et y ajouter , à des fins de clarification , les mots ' si c' est possible légalement ' ?",Scotland
"Il concorde de la sorte avec la décision que nous avons prise sur l' amendement précédent .",Scotland
"J' espère que les autorités du Royaume-Uni écouteront les conseils de ce Parlement et veilleront à ce que Barclay Brothers ne soit pas autorisé à reprendre The Scotsman .",Scotland
". ( EN ) J' ai proposé un amendement oral sur cette résolution .",Scotland
"Je voulais préciser qu' au sein de pays comme l' Écosse et d' autres régions constitutionnelles , il devrait exister des mesures de protection contre les concentrations de journaux qui menacent le caractère équitable et pluraliste des débats .",Scotland
"En Écosse , aujourd'hui , il existe un risque sérieux que les propriétaires du Scotsman reprennent son principal rival The Herald .",Scotland
"D' autres régions similaires ont des problèmes de même nature , entre autres la Catalogne , le Pays basque et le pays de Galles .",Scotland
"En rangs serrés , les conservateurs britanniques et leurs alliés du PPE ont bloqué un amendement oral qui aurait mis en relief cet aspect de la liberté de presse .",Scotland
"Qu' ils s' arrangent avec leur conscience !",Scotland
"Même sans cet amendement oral , la résolution fait de la relation entre une presse libre et une démocratie réelle un point vital .",Scotland
"Monsieur le Président , je voudrais me rallier à votre discours sur The Scotsman et The Herald .",Scotland
"Avant d' aborder les rapports Stevenson et Souchet , je trouve vraiment honteux que certains collègues de cette Assemblée refusent de reconnaître que près d' un demi million de citoyens de l' UE meurent chaque année à cause de la consommation de tabac .",Scotland
"Une interdiction de la publicité sur le tabac serait une mesure extrêmement efficace pour soutenir la santé publique et sauver des vies .",Scotland
"En ce qui concerne le rapport Stevenson , je voudrais souligner que nous avons voté pour maintenir les zones de six à douze milles , afin de préserver les droits de pêche historiques et les dérogations liées aux secteurs de pêche dans la mer du Nord .",Scotland
"Nous pensons également que le bénéfice des accords de pêche devrait être pris en considération lors de l' établissement des quotas et que l' éradication de la pauvreté est un objectif majeur des accords de pêche .",Scotland
"Nous ne pouvons qu' exprimer notre scepticisme par rapport à un amendement supprimant le considérant qui précisait que les entreprises mixtes peuvent être utilisées pour contourner les objectifs de réduction des flottes .",Scotland
"- ( EN ) Monsieur le Président , plus nous nous penchons sur le sujet des médicaments traditionnels à base de plantes , plus je suis convaincue de la nécessité d' agir d' urgence .",Scotland
"Comme des millions d' autres citoyens de l' Union européenne , je consomme des produits phytopharmaceutiques .",Scotland
"Je veux avoir la garantie que lorsque je me rends dans mon magasin de diététique , l' échinacée ou le gingembre que j' achète sont de qualité supérieure .",Scotland
"Malheureusement , il est impossible d' obtenir cette garantie à l' heure actuelle en Grande-Bretagne .",Scotland
"J' ai devant moi quatre certificats d' analyse et quatre types différents de produits à base d' échinacée .",Scotland
"Le premier comporte bel et bien la mention ' racine d' échinacée ' .",Scotland
"Toutefois , les autres n' ont pas passé le test avec succès .",Scotland
"L' un en raison de sa teneur excessive en cendres insolubles d' acide .",Scotland
"L' autre ne contient carrément aucune trace de racine d' échinacée et le dernier n' est pas exclusivement composé de racine d' échinacée comme le prétend son étiquette .",Scotland
"Ce qui signifie que la prochaine fois que j' irai acheter de l' échinacée , j' aurai 25 % de chance d' obtenir ce que je veux .",Scotland
"Il faut mettre fin à cette loterie .",Scotland
"Ces produits de qualité inférieure trompent les consommateurs et ternissent la réputation des médicaments à base de plantes .",Scotland
"Toutefois , nous exigeons également une approche flexible , en particulier pour les combinaisons de substances nutritives végétales , les médicaments traditionnels à base de plantes originaires de l' extérieur de l' Union européenne et les médicaments traditionnels non végétaux .",Scotland
"Les combinaisons de composants végétaux à ajouter à d' autres produits ne sont pas classifiées en tant que médicaments .",Scotland
"Actuellement , elles peuvent être vendues légalement en tant qu' aliments et cette position ne doit pas changer .",Scotland
"Lorsque ces combinaisons de produits sont classifiées en tant que médicaments , elles ne sont pas couvertes par le cadre législatif visant actuellement les médicaments à base de plantes non agréés en Grande-Bretagne et requièrent donc une autorisation de mise sur le marché .",Scotland
"La proposition de l' Union européenne présenterait une plus grande flexibilité que le régime actuellement en vigueur en Grande-Bretagne car la directive permettrait l' inclusion de substances nutritives non actives .",Scotland
